Municipio,Lema,Departamento,CantidadVotos_2024,CantidadVotos_2019,TotalVotos_2024,TotalVotos_2019,DifVotos,Habilitados,Share_2024,Share_2019,VariacionShare
La Paloma,Partido Frente Amplio,Rocha,2730,1775,5231,4308,955,6307.0,0.5218887402026381,0.41202414113277624,0.10986459906986185
La Paloma,Partido Independiente,Durazno,3,6,1043,1047,-3,1260.0,0.0028763183125599234,0.0057306590257879654,-0.002854340713228042
La Paloma,Partido Independiente,Rocha,64,30,5231,4308,34,6307.0,0.012234754349072835,0.006963788300835654,0.005270966048237181
La Paloma,Partido Nacional,Durazno,648,680,1043,1047,-32,1260.0,0.6212847555129435,0.6494746895893028,-0.02818993407635928
La Paloma,Partido Nacional,Rocha,1337,1143,5231,4308,194,6307.0,0.2555916650735997,0.26532033426183843,-0.009728669188238726
La Paloma,Partido VA/IS (G.Salle),Rocha,269,77,5231,4308,192,6307.0,0.05142420187344676,0.01787372330547818,0.033550478567968584
La Paz,PERI,Canelones,80,288,16241,16148,-208,19381.0,0.0049258050612647,0.01783502600941293,-0.012909220948148229
La Paz,Partido Asamblea Popular,Canelones,62,150,16241,16148,-88,19381.0,0.003817498922480143,0.009289076046569235,-0.0054715771240890915
La Paz,Partido Cabildo Abierto,Canelones,267,1130,16241,16148,-863,19381.0,0.01643987439197094,0.06997770621748824,-0.0535378318255173
La Paz,Partido Colorado,Canelones,1848,1135,16241,16148,713,19381.0,0.11378609691521457,0.07028734208570721,0.043498754829507366
La Paz,Partido Frente Amplio,Canelones,10297,9142,16241,16148,1155,19381.0,0.6340126839480328,0.566138221451573,0.06787446249645979
La Paz,Partido Independiente,Canelones,169,159,16241,16148,10,19381.0,0.01040576319192168,0.00984642060936339,0.0005593425825582907
La Paz,Partido Nacional,Canelones,3066,3983,16241,16148,-917,19381.0,0.18878147897296965,0.24665593262323507,-0.05787445365026542
La Paz,Partido VA/IS (G.Salle),Canelones,452,161,16241,16148,291,19381.0,0.027830798596145557,0.009970274956650978,0.01786052363949458
Las Piedras,PERI,Canelones,193,640,46487,46956,-447,18643.666666666668,0.004151698324262697,0.013629781071641537,-0.00947808274737884
Las Piedras,Partido Asamblea Popular,Canelones,177,367,46487,46956,-190,18643.666666666668,0.003807516079764235,0.007815827583269444,-0.0040083115035052085
Las Piedras,Partido Cabildo Abierto,Canelones,1016,4180,46487,46956,-3164,18643.666666666668,0.021855572525652334,0.08901950762415879,-0.06716393509850646
Las Piedras,Partido Colorado,Canelones,6644,3947,46487,46956,2697,18643.666666666668,0.14292167702798633,0.0840574154527643,0.05886426157522204
Las Piedras,Partido Frente Amplio,Canelones,25727,23029,46487,46956,2698,18643.666666666668,0.5534235377632456,0.49043785671692647,0.06298568104631913
Las Piedras,Partido Independiente,Canelones,483,470,46487,46956,13,18643.666666666668,0.01039000150579732,0.010009370474486754,0.0003806310313105663
Las Piedras,Partido Nacional,Canelones,11129,13942,46487,46956,-2813,18643.666666666668,0.23940026243896143,0.2969162620325411,-0.0575159995935797
Las Piedras,Partido VA/IS (G.Salle),Canelones,1118,381,46487,46956,737,18643.666666666668,0.02404973433433003,0.008113979044211602,0.015935755290118425
Lascano,PERI,Rocha,9,82,5405,5698,-73,6437.0,0.0016651248843663274,0.014391014391014392,-0.012725889506648064
Lascano,Partido Asamblea Popular,Rocha,14,25,5405,5698,-11,6437.0,0.0025901942645698427,0.0043875043875043875,-0.0017973101229345448
Lascano,Partido Cabildo Abierto,Rocha,107,852,5405,5698,-745,6437.0,0.019796484736355226,0.14952614952614954,-0.1297296647897943
Lascano,Partido Colorado,Rocha,1079,1088,5405,5698,-9,6437.0,0.1996299722479186,0.19094419094419093,0.008685781303727658
Lascano,Partido Frente Amplio,Rocha,2106,1621,5405,5698,485,6437.0,0.38963922294172065,0.2844857844857845,0.10515343845593617
Lascano,Partido Independiente,Rocha,41,52,5405,5698,-11,6437.0,0.0075855689176688255,0.009126009126009126,-0.0015404402083403004
Lascano,Partido Nacional,Rocha,1908,1958,5405,5698,-50,6437.0,0.35300647548566144,0.3436293436293436,0.009377131856317833
Lascano,Partido VA/IS (G.Salle),Rocha,141,20,5405,5698,121,6437.0,0.02608695652173913,0.00351000351000351,0.02257695301173562
Libertad,PERI,San José,37,110,9498,9424,-73,3659.6666666666665,0.003895556959359865,0.0116723259762309,-0.007776769016871035
Libertad,Partido Asamblea Popular,San José,53,65,9037,8912,-12,5221.5,0.005864778134336616,0.007293536804308797,-0.0014287586699721815
Libertad,Partido Cabildo Abierto,San José,95,668,9498,9424,-573,3659.6666666666665,0.01000210570646452,0.07088285229202038,-0.06088074658555585
Libertad,Partido Colorado,San José,1606,1239,9498,9424,367,3659.6666666666665,0.16908822910086335,0.13147283531409168,0.03761539378677167
Libertad,Partido Frente Amplio,San José,4036,3480,9498,9424,556,3659.6666666666665,0.42493156453990316,0.3692699490662139,0.05566161547368925
Libertad,Partido Independiente,San José,99,73,9498,9424,26,3659.6666666666665,0.010423246999368288,0.007746179966044143,0.0026770670333241455
Libertad,Partido Nacional,San José,3404,3738,9498,9424,-334,3659.6666666666665,0.3583912402611076,0.39664685908319186,-0.03825561882208428
Libertad,Partido VA/IS (G.Salle),San José,168,51,9498,9424,117,3659.6666666666665,0.017687934301958308,0.0054117147707979625,0.012276219531160346
Lorenzo Geyres,PERI,Paysandú,5,5,994,1025,0,705.0,0.005030181086519115,0.004878048780487805,0.0001521323060313098
Lorenzo Geyres,Partido Asamblea Popular,Paysandú,1,3,405,364,-2,508.0,0.0024691358024691358,0.008241758241758242,-0.005772622439289107
Lorenzo Geyres,Partido Cabildo Abierto,Paysandú,9,45,589,661,-36,902.0,0.015280135823429542,0.0680786686838124,-0.052798532860382864
Lorenzo Geyres,Partido Colorado,Paysandú,193,214,994,1025,-21,705.0,0.19416498993963782,0.20878048780487804,-0.014615497865240218
Lorenzo Geyres,Partido Frente Amplio,Paysandú,356,323,994,1025,33,705.0,0.358148893360161,0.3151219512195122,0.04302694214064878
Lorenzo Geyres,Partido Nacional,Paysandú,430,435,994,1025,-5,705.0,0.43259557344064387,0.424390243902439,0.008205329538204853
Los Cerrillos,PERI,Canelones,34,113,6333,6181,-79,3694.0,0.005368703615979789,0.01828183141886426,-0.012913127802884472
Los Cerrillos,Partido Asamblea Popular,Canelones,24,36,6333,6181,-12,3694.0,0.0037896731406916154,0.005824300275036402,-0.0020346271343447864
Los Cerrillos,Partido Cabildo Abierto,Canelones,91,821,6333,6181,-730,3694.0,0.014369177325122376,0.13282640349458016,-0.1184572261694578
Los Cerrillos,Partido Colorado,Canelones,1216,797,6333,6181,419,3694.0,0.19201010579504185,0.1289435366445559,0.06306656915048595
Los Cerrillos,Partido Frente Amplio,Canelones,2422,1945,6333,6181,477,3694.0,0.3824411811147955,0.31467400097071674,0.06776718014407879
Los Cerrillos,Partido Independiente,Canelones,68,57,6333,6181,11,3694.0,0.010737407231959577,0.009221808768807637,0.0015155984631519404
Los Cerrillos,Partido Nacional,Canelones,2303,2355,6333,6181,-52,3694.0,0.36365071845886626,0.3810063096586313,-0.01735559119976504
Los Cerrillos,Partido VA/IS (G.Salle),Canelones,175,57,6333,6181,118,3694.0,0.027633033317543028,0.009221808768807637,0.01841122454873539
Mariscala,PERI,Lavalleja,7,16,1420,1522,-9,1654.0,0.004929577464788733,0.010512483574244415,-0.005582906109455683
Mariscala,Partido Cabildo Abierto,Lavalleja,16,186,1420,1522,-170,1654.0,0.011267605633802818,0.12220762155059132,-0.11094001591678851
Mariscala,Partido Colorado,Lavalleja,396,379,1420,1522,17,1654.0,0.27887323943661974,0.2490144546649146,0.029858784771705144
Mariscala,Partido Frente Amplio,Lavalleja,260,194,1420,1522,66,1654.0,0.18309859154929578,0.12746386333771353,0.055634728211582246
Mariscala,Partido Independiente,Lavalleja,16,15,1420,1522,1,1654.0,0.011267605633802818,0.00985545335085414,0.0014121522829486782
Mariscala,Partido Nacional,Lavalleja,695,729,1420,1522,-34,1654.0,0.4894366197183099,0.47897503285151116,0.010461586866798711
Mariscala,Partido VA/IS (G.Salle),Lavalleja,30,3,1420,1522,27,1654.0,0.02112676056338028,0.0019710906701708277,0.019155669893209454
Mataojo,Partido Cabildo Abierto,Salto,5,43,719,694,-38,333.3333333333333,0.006954102920723227,0.06195965417867435,-0.05500555125795112
Mataojo,Partido Colorado,Salto,114,213,726,698,-99,252.5,0.15702479338842976,0.30515759312320917,-0.1481327997347794
Mataojo,Partido Frente Amplio,Salto,366,238,726,698,128,252.5,0.5041322314049587,0.34097421203438394,0.16315801937057473
Mataojo,Partido Nacional,Salto,241,204,719,694,37,333.3333333333333,0.33518776077885953,0.29394812680115273,0.0412396339777068
Melo,PERI,Cerro Largo,88,237,39122,39958,-149,6560.714285714285,0.0022493737538980623,0.005931227789178637,-0.003681854035280575
Melo,Partido Asamblea Popular,Cerro Largo,30,133,34041,34459,-103,7979.8,0.0008812902088657794,0.003859659305261325,-0.0029783690963955454
Melo,Partido Cabildo Abierto,Cerro Largo,890,5874,39122,39958,-4984,6560.714285714285,0.022749348192832676,0.1470043545723009,-0.12425500637946824
Melo,Partido Colorado,Cerro Largo,5538,3432,39122,39958,2106,6560.714285714285,0.1415571801032667,0.08589018469392863,0.055666995409338074
Melo,Partido Frente Amplio,Cerro Largo,14763,13877,39122,39958,886,6560.714285714285,0.3773580082817852,0.3472896541368437,0.030068354144941467
Melo,Partido Independiente,Cerro Largo,355,209,39122,39958,146,6560.714285714285,0.009074178211747866,0.0052304920166174485,0.0038436861951304177
Melo,Partido Nacional,Cerro Largo,16481,15937,39122,39958,544,6560.714285714285,0.42127191861356783,0.39884378597527403,0.022428132638293796
Melo,Partido VA/IS (G.Salle),Cerro Largo,977,259,39122,39958,718,6560.714285714285,0.024973160881345536,0.006481805896191001,0.018491354985154536
Mercedes,PERI,Soriano,213,419,31628,31998,-206,38895.0,0.006734539016061717,0.013094568410525658,-0.00636002939446394
Mercedes,Partido Asamblea Popular,Soriano,101,268,31628,31998,-167,38895.0,0.0031933729606677627,0.008375523470216889,-0.005182150509549127
Mercedes,Partido Cabildo Abierto,Soriano,1062,3995,31628,31998,-2933,38895.0,0.033577842418110536,0.12485155322207638,-0.09127371080396585
Mercedes,Partido Colorado,Soriano,5102,4105,31628,31998,997,38895.0,0.16131276084482105,0.12828926807925495,0.0330234927655661
Mercedes,Partido Frente Amplio,Soriano,14845,13496,31628,31998,1349,38895.0,0.46936259011002907,0.4217763610225639,0.04758622908746518
Mercedes,Partido Independiente,Soriano,218,137,31628,31998,81,38895.0,0.006892626786391805,0.0042815175948496785,0.0026111091915421263
Mercedes,Partido Nacional,Soriano,8845,9417,31628,31998,-572,38895.0,0.27965726571392435,0.294299643727733,-0.014642378013808632
Mercedes,Partido VA/IS (G.Salle),Soriano,1242,161,31628,31998,1081,38895.0,0.039269002149993674,0.005031564472779549,0.03423743767721413
Migues,PERI,Canelones,9,35,3134,3278,-26,3652.0,0.002871729419272495,0.010677242220866382,-0.007805512801593887
Migues,Partido Asamblea Popular,Canelones,3,5,3134,3278,-2,3652.0,0.0009572431397574984,0.001525320317266626,-0.0005680771775091277
Migues,Partido Cabildo Abierto,Canelones,21,179,3134,3278,-158,3652.0,0.006700701978302489,0.054606467358145214,-0.04790576537984272
Migues,Partido Colorado,Canelones,608,399,3134,3278,209,3652.0,0.19400127632418634,0.12172056131787676,0.07228071500630959
Migues,Partido Frente Amplio,Canelones,855,724,3134,3278,131,3652.0,0.27281429483088704,0.22086638194020744,0.0519479128906796
Migues,Partido Independiente,Canelones,16,10,3134,3278,6,3652.0,0.005105296745373325,0.003050640634533252,0.002054656110840073
Migues,Partido Nacional,Canelones,1578,1911,3134,3278,-333,3652.0,0.5035098915124442,0.5829774252593044,-0.07946753374686022
Migues,Partido VA/IS (G.Salle),Canelones,44,15,3134,3278,29,3652.0,0.014039566049776643,0.004575960951799878,0.009463605097976766
Minas,PERI,Lavalleja,124,315,29407,31012,-191,17577.0,0.004216683102662632,0.010157358441893461,-0.0059406753392308295
Minas,Partido Asamblea Popular,Lavalleja,90,126,29407,31012,-36,17577.0,0.0030604958003196516,0.004062943376757384,-0.0010024475764377327
Minas,Partido Cabildo Abierto,Lavalleja,828,5056,29407,31012,-4228,17577.0,0.028156561362940796,0.16303366438797884,-0.13487710302503805
Minas,Partido Colorado,Lavalleja,7534,5344,29407,31012,2190,17577.0,0.2561975039956473,0.17232039210628144,0.08387711188936584
Minas,Partido Frente Amplio,Lavalleja,10488,8936,29407,31012,1552,17577.0,0.3566497772639168,0.2881465239262221,0.06850325333769469
Minas,Partido Independiente,Lavalleja,343,274,29407,31012,69,17577.0,0.011663889550107118,0.00883528956532955,0.002828599984777568
Minas,Partido Nacional,Lavalleja,9092,10788,29407,31012,-1696,17577.0,0.3091780868500697,0.3478653424480846,-0.03868725559801489
Minas,Partido VA/IS (G.Salle),Lavalleja,908,173,29407,31012,735,17577.0,0.03087700207433604,0.005578485747452599,0.025298516326883444
Minas De Corrales,PERI,Rivera,5,5,2697,2742,0,3260.0,0.0018539117538005192,0.0018234865061998542,3.0425247600664954e-05
Minas De Corrales,Partido Asamblea Popular,Rivera,6,11,2697,2742,-5,3260.0,0.002224694104560623,0.0040116703136396795,-0.0017869762090790566
Minas De Corrales,Partido Cabildo Abierto,Rivera,178,369,2697,2742,-191,3260.0,0.06599925843529848,0.13457330415754923,-0.06857404572225075
Minas De Corrales,Partido Colorado,Rivera,1068,828,2697,2742,240,3260.0,0.39599555061179087,0.30196936542669583,0.09402618518509503
Minas De Corrales,Partido Frente Amplio,Rivera,651,538,2697,2742,113,3260.0,0.2413793103448276,0.1962071480671043,0.045172162277723305
Minas De Corrales,Partido Independiente,Rivera,6,4,2697,2742,2,3260.0,0.002224694104560623,0.0014587892049598833,0.0007659048996007396
Minas De Corrales,Partido Nacional,Rivera,730,985,2697,2742,-255,3260.0,0.2706711160548758,0.35922684172137126,-0.08855572566649544
Minas De Corrales,Partido VA/IS (G.Salle),Rivera,53,2,2697,2742,51,3260.0,0.0196514645902855,0.0007293946024799417,0.01892206998780556
Montes,PERI,Canelones,5,11,1333,1340,-6,1554.0,0.0037509377344336083,0.008208955223880597,-0.004458017489446988
Montes,Partido Asamblea Popular,Canelones,4,4,1333,1340,0,1554.0,0.003000750187546887,0.0029850746268656717,1.567556068121515e-05
Montes,Partido Cabildo Abierto,Canelones,10,78,1333,1340,-68,1554.0,0.007501875468867217,0.058208955223880594,-0.05070707975501338
Montes,Partido Colorado,Canelones,183,134,1333,1340,49,1554.0,0.13728432108027006,0.1,0.03728432108027005
Montes,Partido Frente Amplio,Canelones,662,533,1333,1340,129,1554.0,0.4966241560390098,0.3977611940298508,0.098862962009159
Montes,Partido Independiente,Canelones,12,5,1333,1340,7,1554.0,0.00900225056264066,0.0037313432835820895,0.00527090727905857
Montes,Partido Nacional,Canelones,431,572,1333,1340,-141,1554.0,0.32333083270817703,0.42686567164179107,-0.10353483893361404
Montes,Partido VA/IS (G.Salle),Canelones,26,3,1333,1340,23,1554.0,0.019504876219054765,0.002238805970149254,0.017266070248905512
Municipio A,PERI,Montevideo,449,2047,134172,133555,-1598,11347.285714285714,0.0033464508243150584,0.015327018831193142,-0.011980568006878084
Municipio A,Partido Asamblea Popular,Montevideo,931,1744,134172,133555,-813,11347.285714285714,0.0069388546045374595,0.01305829059189098,-0.006119435987353521
Municipio A,Partido Cabildo Abierto,Montevideo,2864,9792,134172,133555,-6928,11347.285714285714,0.021345735324806964,0.07331810864437872,-0.05197237331957176
Municipio A,Partido Colorado,Montevideo,12542,7204,134172,133555,5338,11347.285714285714,0.09347702948454223,0.053940324210999216,0.03953670527354301
Municipio A,Partido Frente Amplio,Montevideo,91339,84472,134172,133555,6867,11347.285714285714,0.680760516352145,0.6324884878888847,0.048272028463260286
Municipio A,Partido Independiente,Montevideo,1472,1364,134172,133555,108,11347.285714285714,0.010970992457442685,0.010213020852832166,0.0007579716046105193
Municipio A,Partido Nacional,Montevideo,20269,25658,134172,133555,-5389,11347.285714285714,0.15106728676624034,0.19211560780202913,-0.04104832103578879
Municipio A,Partido VA/IS (G.Salle),Montevideo,4306,1274,134172,133555,3032,11347.285714285714,0.03209313418597025,0.009539141177791921,0.022553993008178327
Municipio B,PERI,Montevideo,494,2038,94939,100129,-1544,3360.7297297297296,0.00520334109270163,0.020353743670664844,-0.015150402577963214
Municipio B,Partido Asamblea Popular,Montevideo,796,1561,96603,102841,-765,3191.025,0.008239909733652163,0.015178771112688519,-0.006938861379036355
Municipio B,Partido Cabildo Abierto,Montevideo,2112,8187,96879,103410,-6075,3131.8048780487807,0.021800390177437835,0.0791702930084131,-0.057369902830975275
Municipio B,Partido Colorado,Montevideo,14816,13999,96879,103410,817,3131.8048780487807,0.15293304018414725,0.13537375495600038,0.01755928522814687
Municipio B,Partido Frente Amplio,Montevideo,49418,47391,96879,103410,2027,3131.8048780487807,0.5101002281196131,0.4582825645488831,0.05181766357072998
Municipio B,Partido Independiente,Montevideo,3870,1775,96879,103410,2095,3131.8048780487807,0.03994673768308921,0.017164684266511944,0.02278205341657727
Municipio B,Partido Nacional,Montevideo,22149,27047,96879,103410,-4898,3131.8048780487807,0.22862539869321524,0.2615511072430132,-0.03292570854979798
